classification,title,category,ave_rating,num_ratings,reviews_total_5_stars,reviews_total_4_stars,reviews_total_3_stars,reviews_total_2_stars,reviews_total_1_stars,seller_name,seller_rating,ships_on_time,chat_response_rate,price,reviews,sentiment
Fake,Samsung Galaxy S23 Ultra Original Brand new+Ultra 512GB ROM 12GB RAM 5G Smartphone Dual Sim Cellphone Large Capacity Battery Phone Built-in Battery Phone,"Mobiles & Tablets,Smartphones",4.7,74,67,0,4,1,2,Vivo Cellphone discount store,0.93,1,1,3801.52,Very nice! I like it so much! Well secured and packed. Safe arrived here. 3days of discovering and exploring with that. Not easy to use at first but now it's okay. Had good resolution of camera and specifications as well. Many applications built in store. Many thanks and God bless us all,Negative
Fake,Samsung Galaxy S23 Cellphone 5G promo cheap Android 10.0 phone 5.5inch Full Screen Dual SIM phone original free shipping android phone 12GB+512GB cheap phone cp original sale HD legal Phones Unlocked cellphone sale gaming phone 24MP+48MP smartphone,"Mobiles & Tablets,Smartphones",4.5,94,82,1,1,0,10,Legit phone,0.89,0.99,0.89,2099,"The delivery is very good, very fast and the package is very good. The real machine is very beautiful. very light weight",Negative
Fake,Realme GT2 Pro 2023 big sale Cellphone Original 16+512GB 5G Android11 Mobile Phones Full Screen Smartphone handphone HD camera celphone 6000mAh Built In Battery Dual SIM Fast Charge 6.5Inch,"Mobiles & Tablets,Smartphones",4.7,90,81,1,0,2,6,Legit phone,0.89,0.99,0.89,2399,Epekto ng camera: Ang epekto ng camera ay napakahusay. Ang presyo / ratio ng pagganap ay mabuti para sa parehong presyo. Buhay ng baterya: Ang kapasidad ng baterya ay mas malaki kaysa sa normal. Kalidad ng tunog ng komunikasyon: mabuti sa lahat ng aspeto Ipakita ang epekto: okay,Negative
Fake,Samsang Galaxy S23 Ultra original Cellphone Sale Original 16GB+512GB 5G Full Screen 6.8inch Phone Global Version Bring pen Bring pen COD,"Mobiles & Tablets,Smartphones",5,40,40,0,0,0,0,ANKPhone.16,0.94,0.99,0.95,4191.52,"This is my 2nd order from this shop and transaction is always great. Than you for the good service, I love my new phone!",Negative
Fake,Phone HUAWEI Huawei Mate 60Pro Smartphone |16GB RAM + 512GB ROM |Kirin chip|6.52-inch FHD+ 90Hz display |50MP main camera |5000mAh battery |22.5 W Huawei Super Fast Charge COD,"Mobiles & Tablets,Smartphones",4.9,45,44,0,0,0,1,ANKPhone.16,0.94,0.99,0.95,9749.02,"Very satisfied with a mobile phone, leading in all aspects of the data industry, very light on hand, comfortable, clear photos, no heating phenomenon, smooth operation, overall, a very good product, sound effect is also very good!",Negative
Fake,【Free gift】original A97 Cellphone Big Sale Original 2024 Android Smart Phone 100% Brand New Smartphone 16GB+ROM 512GB Operating Memory 32+64PM 7.5 inch Full Screen Gaming Phone Cheaphone Lowest Price Free Shipping COD,"Mobiles & Tablets,Smartphones",4.8,204,195,0,2,0,7,Digital 3C CP,0.92,1,1,1851.52,"super legit! ang ganda nya na gaming fone, nka ultra graphics atska expandable pa ung RAM nya",Negative
Fake,"[ONLINE EXCLUSIVE] OPPO 13 pro max | 12+512GB Cellphone | 13MP AI Triple Camera | 6.5"" Waterdrop HD+ Eye-care Display | 5000mAh Long-lasting Battery | Fingerprint Sensor & AI Face Unlock Smartphone","Mobiles & Tablets,Smartphones",4.5,28,24,0,0,1,3,Oppo direct-sale store PH,0.86,1,1,2144.02,Super fast delivery and the item is well packed to make sure that the unit is safe inside.,Negative
Fake,"Original 5G i14 Pro Max Cellphone original big sale 6.8"" OLED 120Hz DotDisplay 12GB+512GB Android smart phone cheap handphone 6800mAh Built in batter Wifi Bluetooth Mobile Phones","Mobiles & Tablets,Smartphones",4.9,85,83,0,0,1,1,AK Others,0.9,1,1,1299,"Wala namang damage, super secure ng parcel. Working okay naman sya.. Satisfied naman ako..",Negative
Fake,"Original i14 Pro Max Cellphone Global Version 12GB+512GB Sale Android 11 Mobile Phone 5G Smartphone 7.5"" HD+ 90hz Display ( (1 year local warranty)","Mobiles & Tablets,Smartphones",4.8,174,166,0,1,0,7,COD Mobile Phone,0.93,1,1,2499,"Overall I'm satisfied. After using it for about 1 month, I like it. The device works very well. The face is beautiful.",Negative
Fake,【Buy 1 Take 6】iPhon Flash Sale Original 14PRO MAX Deal for Online Class Smartphone Cellphone Big Sale Original 2024 Android Phone Smart Phone 100% Brand New Mobile Phone Smartphone 16+512GB 6.1 inch Full Screen Gaming Smartphones Cheaphone Lowest Price Fr,"Mobiles & Tablets,Smartphones",4.7,301,277,1,5,2,16,Digital 5G Phone,0.94,0.96,1,1656.52,"Very satisfied with a mobile phone, leading in all aspects of the data industry, very light on hand, comfortable, clear photos, no heating phenomenon, smooth operation, overall, a very good product, sound effect is also very good!",Negative
Fake,"Original i14 Pro Max Cellphone Global Version 12GB+512GB Sale Android 11 Mobile Phone 5G Smartphone 7.5"" HD+ 90hz Display ( (1 year local warranty)","Mobiles & Tablets,Smartphones",4.8,174,166,0,1,0,7,COD Mobile Phone,0.93,1,1,2499,I hope it will last. Thank you.,Negative
Fake,【Free gift】original A97 Cellphone Big Sale Original 2024 Android Smart Phone 100% Brand New Smartphone 16GB+ROM 512GB Operating Memory 32+64PM 7.5 inch Full Screen Gaming Phone Cheaphone Lowest Price Free Shipping COD,"Mobiles & Tablets,Smartphones",4.8,204,195,0,2,0,7,Digital 3C CP,0.92,1,1,1851.52,akala ko talaga Oppo na cellphone.. pero okay lang sobrang mura din kasi.. I-regalo ko na lang to sa anak ko..,Negative
Fake,OPPO 13 pro max Mobile phone 5G smartphone RAM 12GB+ROM512GB cellphone original big sale 2022 cheap phone Android 10.0 phone 7.5 inch Full Screen gaming phone Dual SIM smart phone original free shipping android phone cheap phone gaming phone legit,"Mobiles & Tablets,Smartphones",4.4,68,58,0,0,1,9,Oppo direct-sale store PH,0.86,1,1,2156.59,Received in good condition. Safe packaging. balot na balot ng bubble wrap containing brand new cellphone in a sealed box with warranty. Thank you.,Negative
Fake,【Free gift】original A97 Cellphone Big Sale Original 2024 Android Smart Phone 100% Brand New Smartphone 16GB+ROM 512GB Operating Memory 32+64PM 7.5 inch Full Screen Gaming Phone Cheaphone Lowest Price Free Shipping COD,"Mobiles & Tablets,Smartphones",4.8,204,195,0,2,0,7,Digital 3C CP,0.92,1,1,1851.52,I highly recommend this shop. Trusted and legit shop. Fast delivery and super secure ng packaging. 2nd order na to. This time papa ko naman yung natuwa. Thanks seller and more buyers to come ðŸ˜Š ðŸŒŸðŸŒŸðŸŒŸ,Negative
Fake,【Buy 1 Take 6】iPhon Flash Sale Original 14PRO MAX Deal for Online Class Smartphone Cellphone Big Sale Original 2024 Android Phone Smart Phone 100% Brand New Mobile Phone Smartphone 16+512GB 6.1 inch Full Screen Gaming Smartphones Cheaphone Lowest Price Fr,"Mobiles & Tablets,Smartphones",4.7,301,277,1,5,2,16,Digital 5G Phone,0.94,0.96,1,1656.52,"Reasonable for the price. Well package with bubble wrap. Item shipped immediately,highly recommended. Will buy again. Napakasulit for the price",Negative
Fake,2023 New Vivo Y72 New Phone 6.52 Full HD 12GB+256GB Qualcomm Snapdragon 875 Octa-Core NFC Curved Screen NFC 6000mAh Lens with a New Generation 100 Million Pixel Ultra-Sensitive Main Camera Android 13 Phone 5G Legal Smartphone COD,"Mobiles & Tablets,Smartphones",4.7,26,24,0,0,0,2,Oringin Tab Store,0.93,0.87,1,3100,"The quality of the phone is very good and the design style is unique. The cell phone battery I bought this time should be very durable and the cell phone feels good. Believe me, this is a store worth starting",Negative
Fake,Cellphone Original Galaxv S23 5G Smartphone 7.5inch Full Screen 12GB+512GB ROM 24MP+48MP HD Camera Android Mobile Phone CP Original Sale 2022 Cheap Legit Brand New Handphone 5000mAh Battery Suppot Google Play Store Game Phone,"Mobiles & Tablets,Smartphones",3.8,35,23,1,0,2,9,Comfast Electronics Accessories,0.73,0.92,0.98,1183.41,"I received baby. I was pleasantly surprised. The quality is very good. I am very satisfied with shopping. Will continue to repurchase, the store is trustworthy, the game is smooth, and the charging is fast.",Negative
Fake,【Big sale】Samsung galaxy M53 5G cellphone big sale Original 2023 original Realme phone smartphone 12GB+512GB 5.8 inch phone with large screen smart phone gaming phone Smart phone Android phone COD,"Mobiles & Tablets,Smartphones",4.7,36,33,0,0,1,2,Legit phone,0.89,0.99,0.89,1899,"I bought it for my family, whether it is the appearance or the memory, the family is very satisfied, the charging is fast, the trial game is not stuck at all, and it exceeds expectations. The first time I bought a small store mobile phone, it did not disappoint.",Negative
Fake,"Original 5G lPhone i13 Pro 5G Original Legal Phone Big Sale 2023 Smartphone 12GB RAM+512GB ROM Gaming cellphone sale original legit 6.78"" OLED 120Hz DotDisplay Android Cellphone 5G Original Phone 7000mAh Wifi Bluetooth Gaming Phone Free Shipping COD","Mobiles & Tablets,Smartphones",4.2,49,38,0,2,1,8,Comfast Electronics Accessories,0.73,0.92,0.98,1183.41,"I like this phone very much, as I imagined, thanks to the seller, thanks to lazada",Negative
Fake,VIVQ A52 5G Cellphone sale original 12GB RAM+512GB ROM Smartphone Android 7.5inch Full HD Screen camera Fingerprint unlock Mobile phone 4800mAh Gaming phone Legit Brand New Smart Phone,"Mobiles & Tablets,Smartphones",4.4,44,35,2,1,0,6,Comfast Electronics Accessories,0.73,0.92,0.98,1183.41,"The quality of the mobile phone is very good, the screen quality of the mobile phone is the best, and the design style is unique. The battery of the mobile phone I bought this time should be very durable and the mobile phone feels good.",Negative
Fake,S23 Ultra Asli hp 7.5Inci hp Murang Telepono Garantisado Opisyal na Promosyon Smartphone Original Storage RAM 6800mAh RAM 16GB ROM 512GB 5G HD Camera Dual SIM Murang Telepono,"Mobiles & Tablets,Smartphones",4.3,26,21,0,0,2,3,bobo123,0.81,0.64,0.93,1169.02,"peke ang cp nyo.may nalalaman pa kayo orig na spark go.
wag kayo bibili rito.box pala peke na.",Negative
Fake,Xiaom1 mobile phone M3 Pro mobile phone original mobile phone sales 8GB+256GB dual SIM gaming mobile phone,"Mobiles & Tablets,Smartphones",4.5,14,12,0,0,1,1,bobo123,0.81,0.64,0.93,1183.41,"""wow!ðŸ˜
i got u baby!ðŸ˜
ganda neto,
nung una kinakabahan ako baka
ma scammas ako,pero legit to!ðŸ‘
ang bilis pa dumating,
nakalagay feb26 p ang dating nya,
pero 23 plng nreceive ko na!ðŸ‘ðŸ˜Š
thank u thank!ðŸ˜˜
game na,rak na to!ðŸ˜…
â¤â¤â¤â¤â¤
â­â­â­â­â­""",Negative
Fake,Cellphone Original OPPO 15 pro Big Sale 2023 Android Smartphone Legit Smartphone 6800mAh Built In Battery Dual SIM Card Cp Original Sale Gaming Phone 6.8Inch Fingerprint Unlock Fullscreen Mobiles 512GB ROM +12GB RAM 100% BRAND NEW Cheap Mobile Phone,"Mobiles & Tablets,Smartphones",4.2,158,124,2,3,4,25,Punkstarshoooop,0.77,0.97,1,2136,Bought this phone as a birthday gift for my mother. My mother liked it so much. Thank you!!!,Negative
Fake,Cellphone Original OPPO 15 pro Big Sale 2023 Android Smartphone Legit Smartphone 6800mAh Built In Battery Dual SIM Card Cp Original Sale Gaming Phone 6.8Inch Fingerprint Unlock Fullscreen Mobiles 512GB ROM +12GB RAM 100% BRAND NEW Cheap Mobile Phone,"Mobiles & Tablets,Smartphones",4.2,158,124,2,3,4,25,Punkstarshoooop,0.77,0.97,1,2136,Thank you seller received the item in good condition no damaged legit products... More power.,Negative
Fake,"Original 5G lPhone i13 Pro 5G Original Legal Phone Big Sale 2023 Smartphone 12GB RAM+512GB ROM Gaming cellphone sale original legit 6.78"" OLED 120Hz DotDisplay Android Cellphone 5G Original Phone 7000mAh Wifi Bluetooth Gaming Phone Free Shipping COD","Mobiles & Tablets,Smartphones",4.2,49,38,0,2,1,8,Comfast Electronics Accessories,0.73,0.92,0.98,1183.41,Thankyouuuu satisfied customer po^^ medjo matagal ngalang shipping pero worth it nman,Negative
Fake,Sunxang Galaxy A03S 5G Original phone 12G RAM + 256G ROM Cellphone on sale with Fingerprint Recognition and Lift Camera Mobile phone 4800mAh Gaming phone Legit and New Smartphone 6.78inch Full HD Screen Android Smart Phone,"Mobiles & Tablets,Smartphones",3.9,30,20,1,1,2,6,Comfast Electronics Accessories,0.73,0.92,0.98,1183.41,Thankyouuuu satisfied customer po^^ medjo matagal ngalang shipping pero worth it nman,Negative
Fake,Cellphone Original Galaxv S23 5G Smartphone 7.5inch Full Screen 12GB+512GB ROM 24MP+48MP HD Camera Android Mobile Phone CP Original Sale 2022 Cheap Legit Brand New Handphone 5000mAh Battery Suppot Google Play Store Game Phone,"Mobiles & Tablets,Smartphones",3.8,35,23,1,0,2,9,Comfast Electronics Accessories,0.73,0.92,0.98,1183.41,Legit..nagustohan ng partner ko regalo ko sa knya na mahilig mag online games...highly recommended din itong store ang bilis ng shipping...,Negative
Fake,Global Version HWAWAI A77s 12GB RAM 128GB ROM / 12GB RAM 256GB ROM Pocophone Smartphone Snapdragon 860 48MP Quad Rear Cameras 7” Screen 5160 mAh NFC,"Mobiles & Tablets,Smartphones",4.5,30,26,0,1,0,3,Comfast Electronics Accessories,0.73,0.92,0.98,1183.41,"Thank you so much, always satisfied with my order. Maganda yung specification nang phone and super sulit.",Negative
Fake,【Free gift】original A97 Cellphone Big Sale Original 2024 Android Smart Phone 100% Brand New Smartphone 16GB+ROM 512GB Operating Memory 32+64PM 7.5 inch Full Screen Gaming Phone Cheaphone Lowest Price Free Shipping COD,"Mobiles & Tablets,Smartphones",4.8,204,195,0,2,0,7,Digital 3C CP,0.92,1,1,1851.52,"Thank you so much palage a na order d2 perfect always,thanks Lazada and seller pati sa rider.",Negative
Fake,"Realmi 8i 12+128GB | Realmi 8i 12GB+256GB | 13MP AI Triple Camera | 6.8"" Waterdrop HD+ Eye-care Display | Fingerprint Sensor & AI Face Unlock Smartphone","Mobiles & Tablets,Smartphones",4.5,28,24,1,0,0,3,Comfast Electronics Accessories,0.73,0.92,0.98,1169.02,The product was delivered on time and in good condition. The delivery rider is nice and kind.,Negative
Fake,"Realmi C11 True 50MP AI Camera 5000mAh Battery Cellphone 18W Fast Charge 6.8"" Punch-Hole Display 16MP Selfie Camera Smartphone","Mobiles & Tablets,Smartphones",4.2,35,27,0,1,1,6,Comfast Electronics Accessories,0.73,0.92,0.98,1169.02,"thank you so much po, ang bilis dumating at sobrang safe ang pagkakabalot, received in good condition. happy si ako",Negative
Fake,0PP0 Galaxy A52 Cellphone big sale original 2023 8GB RAM+ 256GB ROM smartphone 7.5inch Full screen Brand New original android phone gaming phone Fingerprint unlock cheap phone Mobile phone on sale original COD,"Mobiles & Tablets,Smartphones",4.2,15,12,0,0,0,3,Comfast Electronics Accessories,0.73,0.92,0.98,1169.02,"Legit seller. Unit received in good and brand new condition. Packaged neatly in a bubble wrapped shipper's box. Tested the unit for almost 2 weeks, so far so good. Thanks",Negative
Legit,Orashare BS01 Wireless Bluetooth Speaker Outdoor Portable TWS Speaker Stylish Subwoofer Bluetooth Speaker Wire-Free Music & Calls 360-Degree Stereo Pro Sound Bluetooth Speaker Super Bass Support Bluetooth 5.1,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.9,9323,8998,190,61,17,57,Orashare,0.98,0.99,1,348.75,"Matagal ko nang pinagpaplanohan na bilhin to. Buti nalang nagsae ulit, di ako nagsisi na binili ko to! Super worth it! 🖤",Positive
Legit,"T&G TG-113A Bluetooth V5.0 Super Bass Wireless Speaker support TF Card, USB, AUX In and FM Radio Function","Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.8,19852,18072,946,395,109,330,T&G PH,0.97,0.99,1,261,"Functionality: Good
 Quality: Good
 Material: Good

Ang lakas ng tunog hindi sabog. Worth it! And satisfied. Sobrang ganda ng tunog and quality.",Positive
Legit,Original T2359 XBass Super Bass Wireless Bluetooth Speaker Super Stereo Portable Speaker x bass T-2359 x-bass,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.9,396,384,6,3,1,2,ERA Mall,0.97,1,1,284.05,"Stylish design, perfect for outdoor use, High-quality sound, perfect for music lovers, Versatile with Bluetooth and aux playing modes, cute BT spaeaker.",Positive
Legit,Xiaomi Mi Compact Bluetooth Speaker 2 Global Version - White,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.9,3997,3844,101,27,7,18,Xiaomi Official Store Global,0.99,0.98,0.96,309,Ok namn nun una ngayon ayaw na mag konek tas lo bat palagi baka pwede palitan kaka bili lang sayang naman,Positive
Legit,TYLEX XM21 Portable Mini Wireless Bluetooth Speaker Bluetooth V5.0 300mAh with built-in microphone,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.9,4162,3907,124,59,20,52,TYLEX,0.96,0.99,1,220,"Quality:10/10 GRABE UNEXPECTED YUNG QUALITY.
 Material:HIGH QUALITY POLYESTER YUNG BOX.
Functionality: Portable bluetooth speaker, ganda ng quality and sound-surround pa! For 300 pesos? Napakasulit neto.",Positive
Legit,Lenovo K3 Pro New Mini Bluetooth Speaker Wireless Portable Mirror speaker With Microphone 3D Stereo Sound Support home outdoor and meeting,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.9,797,747,20,10,3,17,ThinkPlus Authorized Store,0.97,0.99,1,294.78,"Powerful subwoofer for deep bass, Stylish design, perfect for outdoor use, Bluetooth 5.1 for seamless connectivity, Convenient hands-free call function, Impressive 360-degree stereo sound, Versatile with Bluetooth and aux playing modes, Long battery life, enjoy music for hours, Durable construction, built to last,  ",Positive
Legit,"T&G TG-117 Bluetooth V5.0 Super Bass Wireless Speaker support TF Card, USB, AUX In, FM Radio Function with Strap","Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.8,2122,1916,115,38,25,28,T&G PH,0.97,0.99,1,300,"Material:
Sep 12, 2024

First time ko bumili ng speaker dito ang ganda ng sound niya uulit ako bumili nito, nilagay kona photo and video para makita din gaano sya kalaki.

highly recommended budget friendly
Thank you Orashare! ",Positive
Legit,Orashare BS01 Wireless Stylish Portable Bluetooth Speaker TWS Wire-Free Music & Calls 360-Degree Stereo Pro Sound support Bluetooth 5.0 Playing Bluetooth Speakers Super Bass,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.9,609,590,8,7,1,3,Smartifact Technology,0.96,1,1,390,Sound is good for the price. It has a passive bass reflex at the back so there's a bit of a punchy bass. it also does not have any Chinese voice prompt.  ,Positive
Legit,"T&G TG-352 TWS Bluetooth V5.3 Stereo Surround Sound Speaker support TF Card, USB, FM Radio & Function","Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.9,315,301,6,7,1,0,T&G PH,0.97,0.99,1,266,"Long battery life, enjoy music for hours, Durable construction, built to last, Powerful subwoofer for deep bass, Bluetooth 5.1 for seamless connectivity,
 Quality:MAGANDA ANG TUNOG KAYA GANYAN YUNG TUNOG SA VIDEO NAKA KONEK KASE SA CP KO HABANG VINIVEDIO KO. ❤️❤️❤️ ",Positive
Legit,T&G TG392 TWS Bluetooth V5.3 Portable Wireless Loud Bass Outdoor Cycling Fabric Design IPX5 Waterproof Speaker,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.8,155,146,3,0,3,3,T&G PH,0.97,0.99,1,310,"Durable construction, built to last, Wireless and portable, great for on-the-go music, I think it's good enough for the price. Sound quality is not bad, but please don't compare it to big brands.
 Good purchase. 👏🏻 ",Positive
Legit,"Lenovo K30 Bluetooth Mini Speaker Bluetooth 5.0 Portable Speaker Bluetooth Speaker Stero Subwoofer Waterproof Outdoor Wireless Speaker, Ultra-Long Play Time 15 Hours, TWS Pairing, Suitable for Home, Pool, Beach, Boating, Hiking, Camping","Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.9,9544,9097,235,93,38,81,Lenovo ThinkPlus Store,0.98,0.99,0.99,499,"Ok naman tunog, sakto lang. Astig din tingnan kasi black.Durable construction, built to last, High-quality sound, perfect for music lovers, Long battery life, enjoy music for hours,  ",Positive
Legit,Orashare BS16 Portable Bluetooth Speaker 10W Super Bass Surround HiFi Stereo Wireless Speaker TWS Outdoor Waterproof Speaker Supports Hands-free Calling for IOS/Android/PC Original Bluetooth Speaker,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",5,157,153,2,1,1,0,Orashare,0.98,0.99,1,529,Madali mag connect sa Bluetooth. Malakas ang sound. Hindi sabog. Pinahinaan ko lang talaga sa video kasi may natutulog na. ,Positive
Legit,JBL GO 4 / GO 3 Wireless Bluetooth Speaker,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",5,816,806,5,3,0,2,SoundPint,0.98,0.99,1,1949,"High-quality sound, perfect for music lovers, Stylish design, perfect for outdoor use, Wireless and portable, great for on-the-go music,  ",Positive
Legit,JBL Go 4 Ultra-Portable Bluetooth Speaker,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",5,223,222,0,1,0,0,JBL Retail Store,,0.99,0.95,2130,"Powerful subwoofer for deep bass, Durable construction, built to last, Wireless and portable, great for on-the-go music, High-quality sound, perfect for music lovers,  ",Positive
Legit,JBL Go Essential Portable Waterproof Speaker,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",5,842,828,11,1,1,1,JBL,0.97,1,1,2499,"High-quality sound, perfect for music lovers, Long battery life, enjoy music for hours, Bluetooth 5.1 for seamless connectivity, Powerful subwoofer for deep bass, Durable construction, built to last, quality , thanks seller, recommended speaker.. ",Positive
Legit,JBL Go 4 Ultra-Portable Bluetooth Speaker,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",5,167,164,3,0,0,0,GAMEXTREME,0.98,0.99,0.99,2250,"High-quality sound, perfect for music lovers, Powerful subwoofer for deep bass, Long battery life, enjoy music for hours, Wireless and portable, great for on-the-go music,  ",Positive
Legit,JBL GO 3 / GO 4 Portable Waterproof Wireless Bluetooth Speaker,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",5,332,329,2,1,0,0,Tech Grocer,0.97,0.97,1,2290,"Second unit na from them and very happy talaga with this!! Good battery life, great sound output, and easy BT connectivity! ",Positive
Legit,Jbl Clip 3 Portable Bluetooth Speaker,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.9,1268,1242,12,1,6,7,JBL,0.97,1,1,1779.7,"All goods. Kayang kaya makipagsabayan kay JBL go 3 or 4 hahah. 168 ko lang nakuha. So Wireless and portable, great for on-the-go music. ",Positive
Legit,JBL Charge 5 Portable Bluetooth Speaker,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",5,755,737,8,5,1,4,SoundPint,0.98,0.99,1,6699,"High quality sound, easy to connect. Sound is clear. Sound playing in the video is a recording of the speaker while playing a song. Good buy, hope it's durable. ",Positive
Legit,"JBL Flip 6 Portable Bluetooth Speaker, IP67 Waterproof, 12 Hours of Playtime, JBL PartyBoost for Multiple Speaker Pairing for Home, Outdoor and Travel","Audio,Portable Speakers,Wireless and Bluetooth Speakers",5,129,128,0,0,0,1,Tech Grocer,0.97,0.97,1,5249,"High-quality sound, perfect for music lovers, Bluetooth 5.1 for seamless connectivity, Versatile with Bluetooth and aux playing modes,  ",Positive
Legit,Lenovo TS33 Bluetooth Speaker Home Music Surround Sound Subwoofer Smart Small Appliances Wired Use Wireless Speaker With RGB Light,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.9,819,761,26,16,2,14,ThinkPlus Authorized Store,0.97,0.99,1,464.63,"good quality walang damage,ganda ng tunog depende na din sa settings ng equalizer ng cp mo . 2 picture ang nasa baba un may dolby atmos sa cp samsung equalizer un isa naman ay sa cp sony equalizer..gamit ko sa video ay sa sony equalizer..ang sukat nya ay 4 iches ang lapad at 4.5 inches ang taas.. thanks seller .. ",Positive
Legit,Lenovo K3 Plus Bluetooth Speaker Mini Speaker High Decibel Subwoofer Speaker waterproof Portable Speaker Colorful LED Light Speaker,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.8,422,391,14,6,3,8,ThinkPlus Authorized Store,0.97,0.99,1,294.78,"Convenient hands-free call function, Wireless and portable, great for on-the-go music, Versatile with Bluetooth and aux playing modes, Impressive 360-degree stereo sound,  ",Positive
Legit,Lenovo TS38 Speaker Speaker Box with RGB Lights 2 Channel Hi-Fi Stereo USB and 3.5mm Jack for Laptop TV PC Gaming,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.9,101,95,5,0,0,1,Lenovo ThinkPlus Store,0.98,0.99,0.99,380,"Stylish design, perfect for outdoor use, Convenient hands-free call function, Powerful subwoofer for deep bass, High-quality sound, perfect for music lovers, Wireless and portable, great for on-the-go music, Long battery life, enjoy music for hours,  ",Positive
Legit,Lenovo TS32 Wireless 3D Surround Subwoofer Soundbar HiFi Stereo Bluetooth Speaker Bass Smart TV Sound Bar Portable Speaker,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.7,91,78,3,8,0,2,ThinkPlus Authorized Store,0.97,0.99,1,542.82,"The product quality was satisfactory, and the item was securely packaged with bubble wrap. I received the item without any damage. highly recommended 🫶🙌 ",Positive
Legit,Lenovo TS33A Wireless Bluetooth 5.0 Speaker 360 Home Movie Surround Sound Bar Wired Audio Speaker For Desk Computer Subwoofer,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.7,122,108,7,2,0,5,Lenovo ThinkPlus Store,0.98,0.99,0.99,977.52,Sound quality is good and it's pretty loud. I like the design and battery lasts long. It was also delivered promptly and well packaged  ,Positive
Legit,Lenovo TS13 Bluetooth Speaker Wireless Bluetooth Music Player Digital clock Mirror Screen Digital Alarm Clock Multifunction LED Table Clock 3D Surround Portable Mini Bass Stereo Subwoofer,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.7,126,108,11,2,2,3,Lenovo ThinkPlus Store,0.98,0.99,0.99,775,"Date Ordered : April 05, 2024
Date Received : April 07, 2024

✓ Product was well Packaged
✓ Product audio sounds good and functions great
✓ Product is of good quality
✓ Good product overall Will surely be going to order here again.

Keep up the good work! Excellent value for money. Good job!

*Other two also tested and working fine wasn't included in the video because the other two will be given out as gifts*

Great sound quality!, Convenient hands-free call function., Impressive Bluetooth range.,",Positive
Legit,Lenovo K7 Portable party speaker Portable Bluetooth Wireless Speaker Karaoke with Remote and Mic,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.2,23,16,2,1,2,2,Lenovo ThinkPlus Store,0.98,0.99,0.99,2690,"Material:hala!!! npa wow nmn ako sa speaker ntoh,, hnd siya tunog lata ,,gustong gusto ko speaker nto,,, sana  tumagal siya,, pero sa tingin ko naman matibay ,,, edit ko lng review ko hnd pala siya 3 hours,,, almost 6 hours bgo mlobat at 1 hour ko lng sya chncharge,, ang gling,,,,
Hnggng mktulog n tlg sa gbi",Positive
Legit,V2S VS813 V5.1 Wireless Portable Splashproof Box Speaker with RGB Light Super Bass,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.9,103,98,3,1,0,1,V2S PHILIPPINES,0.97,1,1,345.75,"maganda solid tong speaker na to. wala sakin pina order lang ng kapatid ko. hindi basag at buo yung tunog thank you po sa uulitin Great sound quality!, Super bass for immersive music experience., Impressive Bluetooth range., Love the splashproof feature., picture and video not related for coins purposes only.",Positive
Legit,V2S VS803 Portable Wireless Bluetooth Speaker Support Micro SD Card and USB Card MP3 Player,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.9,128,124,2,0,1,1,V2S TECHNOLOGY,0.97,1,1,296.88,"Impressive Bluetooth range., Super bass for immersive music experience., Love the splashproof feature., Great sound quality!, Enjoy FM radio on the go., Stylish color options available., Convenient hands-free call function., Long battery life for extended use.,",Positive
